date,time,elevation
2024-02-09,23:30,5.091
2024-02-09,23:45,5.039
2024-02-10,0:00,4.975
2024-02-10,0:15,4.917
2024-02-10,0:30,4.872
2024-02-10,0:45,4.829
2024-02-10,1:00,4.767
2024-02-10,1:15,4.655
2024-02-10,1:30,4.48
2024-02-10,1:45,4.248
2024-02-10,2:00,3.97
2024-02-10,2:15,3.673
2024-02-10,2:30,3.357
2024-02-10,2:45,3.028
2024-02-10,3:00,2.69
2024-02-10,3:15,2.349
2024-02-10,3:30,2.018
2024-02-10,3:45,1.722
2024-02-10,4:00,1.483
2024-02-10,4:15,1.34
2024-02-10,4:30,1.272
2024-02-10,4:45,1.301
2024-02-10,5:00,1.379
2024-02-10,5:15,1.486
2024-02-10,5:30,1.622
2024-02-10,5:45,1.779
2024-02-10,6:00,1.949
2024-02-10,6:15,2.117
2024-02-10,6:30,2.259
2024-02-10,6:45,2.379
2024-02-10,7:00,2.458
2024-02-10,7:15,2.509
2024-02-10,7:30,2.547
2024-02-10,7:45,2.601
2024-02-10,8:00,2.698
2024-02-10,8:15,2.845
2024-02-10,8:30,3.035
2024-02-10,8:45,3.257
2024-02-10,9:00,3.493
2024-02-10,9:15,3.749
2024-02-10,9:30,4.012
2024-02-10,9:45,4.281
2024-02-10,10:00,4.537
2024-02-10,10:15,4.774
2024-02-10,10:30,4.962
2024-02-10,10:45,5.101
2024-02-10,11:00,5.197
2024-02-10,11:15,5.253
2024-02-10,11:30,5.262
2024-02-10,11:45,5.222
2024-02-10,12:00,5.138
2024-02-10,12:15,5.038
2024-02-10,12:30,4.956
2024-02-10,12:45,4.905
2024-02-10,13:00,4.876
2024-02-10,13:15,4.84
2024-02-10,13:30,4.748
2024-02-10,13:45,4.577
2024-02-10,14:00,4.337
2024-02-10,14:15,4.055
2024-02-10,14:30,3.742
2024-02-10,14:45,3.413
2024-02-10,15:00,3.069
2024-02-10,15:15,2.71
2024-02-10,15:30,2.34
2024-02-10,15:45,1.964
2024-02-10,16:00,1.608
2024-02-10,16:15,1.307
2024-02-10,16:30,1.085
2024-02-10,16:45,0.963
2024-02-10,17:00,0.954
2024-02-10,17:15,1.002
2024-02-10,17:30,1.081
2024-02-10,17:45,1.215
2024-02-10,18:00,1.394
2024-02-10,18:15,1.599
2024-02-10,18:30,1.795
2024-02-10,18:45,1.959
2024-02-10,19:00,2.096
2024-02-10,19:15,2.201
2024-02-10,19:30,2.273
2024-02-10,19:45,2.324
2024-02-10,20:00,2.376
2024-02-10,20:15,2.457
2024-02-10,20:30,2.579
2024-02-10,20:45,2.745
2024-02-10,21:00,2.948
2024-02-10,21:15,3.173
2024-02-10,21:30,3.416
2024-02-10,21:45,3.682
2024-02-10,22:00,3.958
2024-02-10,22:15,4.236
2024-02-10,22:30,4.506
2024-02-10,22:45,4.731
2024-02-10,23:00,4.917
2024-02-10,23:15,5.057
2024-02-10,23:30,5.161
2024-02-10,23:45,5.238
2024-02-11,0:00,5.28
2024-02-11,0:15,5.26
2024-02-11,0:30,5.192
2024-02-11,0:45,5.106
2024-02-11,1:00,5.032
2024-02-11,1:15,4.99
2024-02-11,1:30,4.976
2024-02-11,1:45,4.951
2024-02-11,2:00,4.867
2024-02-11,2:15,4.685
2024-02-11,2:30,4.424
2024-02-11,2:45,4.117
2024-02-11,3:00,3.781
2024-02-11,3:15,3.433
2024-02-11,3:30,3.073
2024-02-11,3:45,2.701
2024-02-11,4:00,2.317
2024-02-11,4:15,1.932
2024-02-11,4:30,1.567
2024-02-11,4:45,1.271
2024-02-11,5:00,1.062
2024-02-11,5:15,0.979
2024-02-11,5:30,1.025
2024-02-11,5:45,1.129
2024-02-11,6:00,1.256
2024-02-11,6:15,1.417
2024-02-11,6:30,1.603
2024-02-11,6:45,1.804
2024-02-11,7:00,1.994
2024-02-11,7:15,2.151
2024-02-11,7:30,2.275
2024-02-11,7:45,2.35
2024-02-11,8:00,2.39
2024-02-11,8:15,2.416
2024-02-11,8:30,2.46
2024-02-11,8:45,2.549
2024-02-11,9:00,2.693
2024-02-11,9:15,2.886
2024-02-11,9:30,3.104
2024-02-11,9:45,3.342
2024-02-11,10:00,3.597
2024-02-11,10:15,3.878
2024-02-11,10:30,4.157
2024-02-11,10:45,4.441
2024-02-11,11:00,4.689
2024-02-11,11:15,4.885
2024-02-11,11:30,5.022
2024-02-11,11:45,5.108
2024-02-11,12:00,5.159
2024-02-11,12:15,5.177
2024-02-11,12:30,5.152
2024-02-11,12:45,5.077
2024-02-11,13:00,4.97
2024-02-11,13:15,4.87
2024-02-11,13:30,4.8
2024-02-11,13:45,4.77
2024-02-11,14:00,4.753
2024-02-11,14:15,4.691
2024-02-11,14:30,4.54
2024-02-11,14:45,4.298
2024-02-11,15:00,3.992
2024-02-11,15:15,3.652
2024-02-11,15:30,3.292
2024-02-11,15:45,2.919
2024-02-11,16:00,2.533
2024-02-11,16:15,2.133
2024-02-11,16:30,1.731
2024-02-11,16:45,1.353
2024-02-11,17:00,1.027
2024-02-11,17:15,0.775
2024-02-11,17:30,0.649
2024-02-11,17:45,0.643
2024-02-11,18:00,0.681
2024-02-11,18:15,0.779
2024-02-11,18:30,0.932
2024-02-11,18:45,1.132
2024-02-11,19:00,1.36
2024-02-11,19:15,1.564
2024-02-11,19:30,1.737
2024-02-11,19:45,1.878
2024-02-11,20:00,1.987
2024-02-11,20:15,2.057
2024-02-11,20:30,2.098
2024-02-11,20:45,2.143
2024-02-11,21:00,2.222
2024-02-11,21:15,2.349
2024-02-11,21:30,2.521
2024-02-11,21:45,2.732
2024-02-11,22:00,2.969
2024-02-11,22:15,3.221
2024-02-11,22:30,3.498
2024-02-11,22:45,3.791
2024-02-11,23:00,4.092
2024-02-11,23:15,4.377
2024-02-11,23:30,4.638
2024-02-11,23:45,4.84
2024-02-12,0:00,4.996
2024-02-12,0:15,5.115
2024-02-12,0:30,5.194
2024-02-12,0:45,5.243
2024-02-12,1:00,5.234
2024-02-12,1:15,5.169
2024-02-12,1:30,5.076
2024-02-12,1:45,4.996
2024-02-12,2:00,4.95
2024-02-12,2:15,4.942
2024-02-12,2:30,4.934
2024-02-12,2:45,4.873
2024-02-12,3:00,4.706
2024-02-12,3:15,4.442
2024-02-12,3:30,4.122
2024-02-12,3:45,3.769
2024-02-12,4:00,3.405
2024-02-12,4:15,3.029
2024-02-12,4:30,2.638
2024-02-12,4:45,2.229
2024-02-12,5:00,1.82
2024-02-12,5:15,1.442
2024-02-12,5:30,1.138
2024-02-12,5:45,0.907
2024-02-12,6:00,0.829
2024-02-12,6:15,0.874
2024-02-12,6:30,0.967
2024-02-12,6:45,1.107
2024-02-12,7:00,1.293
2024-02-12,7:15,1.503
2024-02-12,7:30,1.728
2024-02-12,7:45,1.93
2024-02-12,8:00,2.098
2024-02-12,8:15,2.222
2024-02-12,8:30,2.312
2024-02-12,8:45,2.35
2024-02-12,9:00,2.381
2024-02-12,9:15,2.436
2024-02-12,9:30,2.533
2024-02-12,9:45,2.686
2024-02-12,10:00,2.885
2024-02-12,10:15,3.11
2024-02-12,10:30,3.354
2024-02-12,10:45,3.62
2024-02-12,11:00,3.905
2024-02-12,11:15,4.204
2024-02-12,11:30,4.484
2024-02-12,11:45,4.738
2024-02-12,12:00,4.924
2024-02-12,12:15,5.052
2024-02-12,12:30,5.134
2024-02-12,12:45,5.187
2024-02-12,13:00,5.213
2024-02-12,13:15,5.192
2024-02-12,13:30,5.117
2024-02-12,13:45,5
2024-02-12,14:00,4.892
2024-02-12,14:15,4.827
2024-02-12,14:30,4.818
2024-02-12,14:45,4.825
2024-02-12,15:00,4.785
2024-02-12,15:15,4.647
2024-02-12,15:30,4.392
2024-02-12,15:45,4.078
2024-02-12,16:00,3.736
2024-02-12,16:15,3.366
2024-02-12,16:30,2.993
2024-02-12,16:45,2.603
2024-02-12,17:00,2.195
2024-02-12,17:15,1.783
2024-02-12,17:30,1.387
2024-02-12,17:45,1.042
2024-02-12,18:00,0.761
2024-02-12,18:15,0.622
2024-02-12,18:30,0.609
2024-02-12,18:45,0.643
2024-02-12,19:00,0.732
2024-02-12,19:15,0.888
2024-02-12,19:30,1.111
2024-02-12,19:45,1.359
2024-02-12,20:00,1.577
2024-02-12,20:15,1.75
2024-02-12,20:30,1.886
2024-02-12,20:45,1.986
2024-02-12,21:00,2.052
2024-02-12,21:15,2.1
2024-02-12,21:30,2.152
2024-02-12,21:45,2.239
2024-02-12,22:00,2.368
2024-02-12,22:15,2.544
2024-02-12,22:30,2.75
2024-02-12,22:45,2.983
2024-02-12,23:00,3.225
2024-02-12,23:15,3.494
2024-02-12,23:30,3.778
2024-02-12,23:45,4.077
2024-02-13,0:00,4.356
2024-02-13,0:15,4.608
2024-02-13,0:30,4.805
2024-02-13,0:45,4.958
2024-02-13,1:00,5.072
2024-02-13,1:15,5.147
2024-02-13,1:30,5.191
2024-02-13,1:45,5.175
2024-02-13,2:00,5.105
2024-02-13,2:15,5.015
2024-02-13,2:30,4.936
2024-02-13,2:45,4.895
2024-02-13,3:00,4.889
2024-02-13,3:15,4.884
2024-02-13,3:30,4.817
2024-02-13,3:45,4.648
2024-02-13,4:00,4.382
2024-02-13,4:15,4.06
2024-02-13,4:30,3.709
2024-02-13,4:45,3.342
2024-02-13,5:00,2.958
2024-02-13,5:15,2.562
2024-02-13,5:30,2.151
2024-02-13,5:45,1.74
2024-02-13,6:00,1.354
2024-02-13,6:15,1.031
2024-02-13,6:30,0.798
2024-02-13,6:45,0.722
2024-02-13,7:00,0.773
2024-02-13,7:15,0.865
2024-02-13,7:30,1.002
2024-02-13,7:45,1.192
2024-02-13,8:00,1.418
2024-02-13,8:15,1.651
2024-02-13,8:30,1.856
2024-02-13,8:45,2.02
2024-02-13,9:00,2.143
2024-02-13,9:15,2.224
2024-02-13,9:30,2.273
2024-02-13,9:45,2.316
2024-02-13,10:00,2.378
2024-02-13,10:15,2.484
2024-02-13,10:30,2.635
2024-02-13,10:45,2.819
2024-02-13,11:00,3.036
2024-02-13,11:15,3.27
2024-02-13,11:30,3.531
2024-02-13,11:45,3.814
2024-02-13,12:00,4.11
2024-02-13,12:15,4.392
2024-02-13,12:30,4.636
2024-02-13,12:45,4.839
2024-02-13,13:00,4.969
2024-02-13,13:15,5.057
2024-02-13,13:30,5.105
2024-02-13,13:45,5.132
2024-02-13,14:00,5.119
2024-02-13,14:15,5.056
2024-02-13,14:30,4.953
2024-02-13,14:45,4.854
2024-02-13,15:00,4.786
2024-02-13,15:15,4.766
2024-02-13,15:30,4.767
2024-02-13,15:45,4.733
2024-02-13,16:00,4.609
2024-02-13,16:15,4.374
2024-02-13,16:30,4.072
2024-02-13,16:45,3.74
2024-02-13,17:00,3.386
2024-02-13,17:15,3.018
2024-02-13,17:30,2.636
2024-02-13,17:45,2.236
2024-02-13,18:00,1.84
2024-02-13,18:15,1.461
2024-02-13,18:30,1.147
2024-02-13,18:45,0.889
2024-02-13,19:00,0.746
2024-02-13,19:15,0.725
2024-02-13,19:30,0.76
2024-02-13,19:45,0.855
2024-02-13,20:00,1.015
2024-02-13,20:15,1.218
2024-02-13,20:30,1.433
2024-02-13,20:45,1.627
2024-02-13,21:00,1.789
2024-02-13,21:15,1.905
2024-02-13,21:30,1.998
2024-02-13,21:45,2.045
2024-02-13,22:00,2.078
2024-02-13,22:15,2.128
2024-02-13,22:30,2.216
2024-02-13,22:45,2.358
2024-02-13,23:00,2.531
2024-02-13,23:15,2.739
2024-02-13,23:30,2.968
2024-02-13,23:45,3.211
2024-02-14,0:00,3.465
2024-02-14,0:15,3.743
2024-02-14,0:30,4.024
2024-02-14,0:45,4.312
2024-02-14,1:00,4.555
2024-02-14,1:15,4.76
2024-02-14,1:30,4.913
2024-02-14,1:45,5.025
2024-02-14,2:00,5.103
2024-02-14,2:15,5.135
2024-02-14,2:30,5.112
2024-02-14,2:45,5.045
2024-02-14,3:00,4.961
2024-02-14,3:15,4.887
2024-02-14,3:30,4.86
2024-02-14,3:45,4.86
2024-02-14,4:00,4.843
2024-02-14,4:15,4.764
2024-02-14,4:30,4.584
2024-02-14,4:45,4.324
2024-02-14,5:00,4.013
2024-02-14,5:15,3.678
2024-02-14,5:30,3.328
2024-02-14,5:45,2.964
2024-02-14,6:00,2.589
2024-02-14,6:15,2.203
2024-02-14,6:30,1.829
2024-02-14,6:45,1.486
2024-02-14,7:00,1.201
2024-02-14,7:15,1.002
2024-02-14,7:30,0.931
2024-02-14,7:45,0.997
2024-02-14,8:00,1.118
2024-02-14,8:15,1.271
2024-02-14,8:30,1.454
2024-02-14,8:45,1.651
2024-02-14,9:00,1.838
2024-02-14,9:15,2.002
2024-02-14,9:30,2.145
2024-02-14,9:45,2.254
2024-02-14,10:00,2.325
2024-02-14,10:15,2.368
2024-02-14,10:30,2.397
2024-02-14,10:45,2.447
2024-02-14,11:00,2.537
2024-02-14,11:15,2.684
2024-02-14,11:30,2.875
2024-02-14,11:45,3.096
2024-02-14,12:00,3.337
2024-02-14,12:15,3.604
2024-02-14,12:30,3.865
2024-02-14,12:45,4.137
2024-02-14,13:00,4.389
2024-02-14,13:15,4.61
2024-02-14,13:30,4.781
2024-02-14,13:45,4.89
2024-02-14,14:00,4.95
2024-02-14,14:15,4.973
2024-02-14,14:30,4.969
2024-02-14,14:45,4.934
2024-02-14,15:00,4.862
2024-02-14,15:15,4.768
2024-02-14,15:30,4.684
2024-02-14,15:45,4.633
2024-02-14,16:00,4.613
2024-02-14,16:15,4.606
2024-02-14,16:30,4.555
2024-02-14,16:45,4.406
2024-02-14,17:00,4.165
2024-02-14,17:15,3.871
2024-02-14,17:30,3.55
2024-02-14,17:45,3.205
2024-02-14,18:00,2.855
2024-02-14,18:15,2.481
2024-02-14,18:30,2.108
2024-02-14,18:45,1.741
2024-02-14,19:00,1.408
2024-02-14,19:15,1.136
2024-02-14,19:30,0.935
2024-02-14,19:45,0.858
2024-02-14,20:00,0.88
2024-02-14,20:15,0.947
2024-02-14,20:30,1.052
2024-02-14,20:45,1.197
2024-02-14,21:00,1.37
2024-02-14,21:15,1.554
2024-02-14,21:30,1.716
2024-02-14,21:45,1.842
2024-02-14,22:00,1.944
2024-02-14,22:15,2.007
2024-02-14,22:30,2.055
2024-02-14,22:45,2.096
2024-02-14,23:00,2.151
2024-02-14,23:15,2.248
2024-02-14,23:30,2.38
2024-02-14,23:45,2.545
2024-02-15,0:00,2.734
2024-02-15,0:15,2.956
2024-02-15,0:30,3.189
2024-02-15,0:45,3.439
2024-02-15,1:00,3.699
2024-02-15,1:15,3.967
2024-02-15,1:30,4.21
2024-02-15,1:45,4.421
2024-02-15,2:00,4.592
2024-02-15,2:15,4.723
2024-02-15,2:30,4.825
2024-02-15,2:45,4.885
2024-02-15,3:00,4.906
2024-02-15,3:15,4.879
2024-02-15,3:30,4.818
2024-02-15,3:45,4.752
2024-02-15,4:00,4.707
2024-02-15,4:15,4.696
2024-02-15,4:30,4.692
2024-02-15,4:45,4.661
2024-02-15,5:00,4.556
2024-02-15,5:15,4.364
2024-02-15,5:30,4.11
2024-02-15,5:45,3.82
2024-02-15,6:00,3.507
2024-02-15,6:15,3.169
2024-02-15,6:30,2.829
2024-02-15,6:45,2.472
2024-02-15,7:00,2.116
2024-02-15,7:15,1.772
2024-02-15,7:30,1.471
2024-02-15,7:45,1.245
2024-02-15,8:00,1.102
2024-02-15,8:15,1.084
2024-02-15,8:30,1.16
2024-02-15,8:45,1.267
2024-02-15,9:00,1.385
2024-02-15,9:15,1.523
2024-02-15,9:30,1.676
2024-02-15,9:45,1.84
2024-02-15,10:00,1.979
2024-02-15,10:15,2.098
2024-02-15,10:30,2.188
2024-02-15,10:45,2.252
2024-02-15,11:00,2.294
2024-02-15,11:15,2.335
2024-02-15,11:30,2.395
2024-02-15,11:45,2.49
2024-02-15,12:00,2.623
2024-02-15,12:15,2.795
2024-02-15,12:30,3
2024-02-15,12:45,3.221
2024-02-15,13:00,3.452
2024-02-15,13:15,3.686
2024-02-15,13:30,3.92
2024-02-15,13:45,4.13
2024-02-15,14:00,4.32
2024-02-15,14:15,4.467
2024-02-15,14:30,4.576
2024-02-15,14:45,4.652
2024-02-15,15:00,4.703
2024-02-15,15:15,4.719
2024-02-15,15:30,4.692
2024-02-15,15:45,4.623
2024-02-15,16:00,4.54
2024-02-15,16:15,4.467
2024-02-15,16:30,4.42
2024-02-15,16:45,4.417
2024-02-15,17:00,4.402
2024-02-15,17:15,4.362
2024-02-15,17:30,4.221
2024-02-15,17:45,4.004
2024-02-15,18:00,3.734
2024-02-15,18:15,3.451
2024-02-15,18:30,3.147
2024-02-15,18:45,2.84
2024-02-15,19:00,2.513
2024-02-15,19:15,2.187
2024-02-15,19:30,1.868
2024-02-15,19:45,1.586
2024-02-15,20:00,1.385
2024-02-15,20:15,1.248
2024-02-15,20:30,1.198
2024-02-15,20:45,1.247
2024-02-15,21:00,1.33
2024-02-15,21:15,1.415
2024-02-15,21:30,1.515
2024-02-15,21:45,1.628
2024-02-15,22:00,1.754
2024-02-15,22:15,1.884
2024-02-15,22:30,1.987
2024-02-15,22:45,2.069
2024-02-15,23:00,2.123
2024-02-15,23:15,2.159
2024-02-15,23:30,2.186
2024-02-15,23:45,2.241
2024-02-16,0:00,2.328
2024-02-16,0:15,2.462
2024-02-16,0:30,2.632
2024-02-16,0:45,2.826
2024-02-16,1:00,3.025
2024-02-16,1:15,3.234
2024-02-16,1:30,3.453
2024-02-16,1:45,3.676
2024-02-16,2:00,3.909
2024-02-16,2:15,4.123
2024-02-16,2:30,4.309
2024-02-16,2:45,4.461
2024-02-16,3:00,4.574
2024-02-16,3:15,4.646
2024-02-16,3:30,4.687
2024-02-16,3:45,4.706
2024-02-16,4:00,4.678
2024-02-16,4:15,4.633
2024-02-16,4:30,4.576
2024-02-16,4:45,4.546
2024-02-16,5:00,4.528
2024-02-16,5:15,4.516
2024-02-16,5:30,4.464
2024-02-16,5:45,4.342
2024-02-16,6:00,4.145
2024-02-16,6:15,3.91
2024-02-16,6:30,3.655
2024-02-16,6:45,3.38
2024-02-16,7:00,3.095
2024-02-16,7:15,2.801
2024-02-16,7:30,2.494
2024-02-16,7:45,2.193
2024-02-16,8:00,1.917
2024-02-16,8:15,1.688
2024-02-16,8:30,1.544
2024-02-16,8:45,1.466
2024-02-16,9:00,1.458
2024-02-16,9:15,1.498
2024-02-16,9:30,1.574
2024-02-16,9:45,1.665
2024-02-16,10:00,1.764
2024-02-16,10:15,1.863
2024-02-16,10:30,1.968
2024-02-16,10:45,2.053
2024-02-16,11:00,2.124
2024-02-16,11:15,2.179
2024-02-16,11:30,2.219
2024-02-16,11:45,2.245
2024-02-16,12:00,2.285
2024-02-16,12:15,2.344
2024-02-16,12:30,2.441
2024-02-16,12:45,2.571
2024-02-16,13:00,2.731
2024-02-16,13:15,2.906
2024-02-16,13:30,3.094
2024-02-16,13:45,3.279
2024-02-16,14:00,3.469
2024-02-16,14:15,3.663
2024-02-16,14:30,3.853
2024-02-16,14:45,4.024
2024-02-16,15:00,4.171
2024-02-16,15:15,4.282
2024-02-16,15:30,4.349
2024-02-16,15:45,4.375
2024-02-16,16:00,4.37
2024-02-16,16:15,4.351
2024-02-16,16:30,4.322
2024-02-16,16:45,4.295
2024-02-16,17:00,4.271
2024-02-16,17:15,4.245
2024-02-16,17:30,4.214
2024-02-16,17:45,4.159
2024-02-16,18:00,4.072
2024-02-16,18:15,3.942
2024-02-16,18:30,3.765
2024-02-16,18:45,3.558
2024-02-16,19:00,3.323
2024-02-16,19:15,3.081
2024-02-16,19:30,2.823
2024-02-16,19:45,2.561
2024-02-16,20:00,2.298
2024-02-16,20:15,2.057
2024-02-16,20:30,1.853
2024-02-16,20:45,1.698
2024-02-16,21:00,1.599
2024-02-16,21:15,1.558
2024-02-16,21:30,1.566
2024-02-16,21:45,1.615
2024-02-16,22:00,1.681
2024-02-16,22:15,1.763
2024-02-16,22:30,1.841
2024-02-16,22:45,1.917
2024-02-16,23:00,1.991
2024-02-16,23:15,2.059
2024-02-16,23:30,2.124
2024-02-16,23:45,2.182
2024-02-17,0:00,2.228
2024-02-17,0:15,2.265
2024-02-17,0:30,2.307
2024-02-17,0:45,2.369
2024-02-17,1:00,2.468
2024-02-17,1:15,2.599
2024-02-17,1:30,2.756
2024-02-17,1:45,2.923
2024-02-17,2:00,3.095
2024-02-17,2:15,3.265
2024-02-17,2:30,3.441
2024-02-17,2:45,3.62
2024-02-17,3:00,3.784
2024-02-17,3:15,3.944
2024-02-17,3:30,4.09
2024-02-17,3:45,4.214
2024-02-17,4:00,4.316
2024-02-17,4:15,4.369
2024-02-17,4:30,4.395
2024-02-17,4:45,4.379
2024-02-17,5:00,4.352
2024-02-17,5:15,4.32
2024-02-17,5:30,4.305
2024-02-17,5:45,4.283
2024-02-17,6:00,4.262
2024-02-17,6:15,4.202
2024-02-17,6:30,4.099
2024-02-17,6:45,3.95
2024-02-17,7:00,3.773
2024-02-17,7:15,3.575
2024-02-17,7:30,3.356
2024-02-17,7:45,3.128
2024-02-17,8:00,2.894
2024-02-17,8:15,2.653
2024-02-17,8:30,2.417
2024-02-17,8:45,2.196
2024-02-17,9:00,2
2024-02-17,9:15,1.851
2024-02-17,9:30,1.76
2024-02-17,9:45,1.724
2024-02-17,10:00,1.739
2024-02-17,10:15,1.783
2024-02-17,10:30,1.84
2024-02-17,10:45,1.917
2024-02-17,11:00,1.995
2024-02-17,11:15,2.064
2024-02-17,11:30,2.119
2024-02-17,11:45,2.164
2024-02-17,12:00,2.188
2024-02-17,12:15,2.207
2024-02-17,12:30,2.225
2024-02-17,12:45,2.25
2024-02-17,13:00,2.294
2024-02-17,13:15,2.361
2024-02-17,13:30,2.457
2024-02-17,13:45,2.574
2024-02-17,14:00,2.71
2024-02-17,14:15,2.847
2024-02-17,14:30,2.988
2024-02-17,14:45,3.128
2024-02-17,15:00,3.277
2024-02-17,15:15,3.424
2024-02-17,15:30,3.564
2024-02-17,15:45,3.685
2024-02-17,16:00,3.788
2024-02-17,16:15,3.859
2024-02-17,16:30,3.907
2024-02-17,16:45,3.923
2024-02-17,17:00,3.938
2024-02-17,17:15,3.937
2024-02-17,17:30,3.935
2024-02-17,17:45,3.926
2024-02-17,18:00,3.918
2024-02-17,18:15,3.89
2024-02-17,18:30,3.847
2024-02-17,18:45,3.781
2024-02-17,19:00,3.693
2024-02-17,19:15,3.576
2024-02-17,19:30,3.436
2024-02-17,19:45,3.279
2024-02-17,20:00,3.102
2024-02-17,20:15,2.925
2024-02-17,20:30,2.731
2024-02-17,20:45,2.551
2024-02-17,21:00,2.375
2024-02-17,21:15,2.215
2024-02-17,21:30,2.083
2024-02-17,21:45,1.994
2024-02-17,22:00,1.943
2024-02-17,22:15,1.923
2024-02-17,22:30,1.922
2024-02-17,22:45,1.95
2024-02-17,23:00,1.992
2024-02-17,23:15,2.031
2024-02-17,23:30,2.074
2024-02-17,23:45,2.117
2024-02-18,0:00,2.144
2024-02-18,0:15,2.169
2024-02-18,0:30,2.21
2024-02-18,0:45,2.246
2024-02-18,1:00,2.285
2024-02-18,1:15,2.33
2024-02-18,1:30,2.383
2024-02-18,1:45,2.449
2024-02-18,2:00,2.537
2024-02-18,2:15,2.643
2024-02-18,2:30,2.769
2024-02-18,2:45,2.898
2024-02-18,3:00,3.034
2024-02-18,3:15,3.172
2024-02-18,3:30,3.311
2024-02-18,3:45,3.442
2024-02-18,4:00,3.571
2024-02-18,4:15,3.688
2024-02-18,4:30,3.8
2024-02-18,4:45,3.892
2024-02-18,5:00,3.966
2024-02-18,5:15,3.998
2024-02-18,5:30,4.004
2024-02-18,5:45,3.978
2024-02-18,6:00,3.954
2024-02-18,6:15,3.925
2024-02-18,6:30,3.899
2024-02-18,6:45,3.861
2024-02-18,7:00,3.801
2024-02-18,7:15,3.713
2024-02-18,7:30,3.59
2024-02-18,7:45,3.451
2024-02-18,8:00,3.314
2024-02-18,8:15,3.224
2024-02-18,8:30,3.124
2024-02-18,8:45,3.017
2024-02-18,9:00,2.828
2024-02-18,9:15,2.673
2024-02-18,9:30,2.509
2024-02-18,9:45,2.335
2024-02-18,10:00,2.207
2024-02-18,10:15,2.122
2024-02-18,10:30,2.068
2024-02-18,10:45,2.029
2024-02-18,11:00,2
2024-02-18,11:15,1.977
2024-02-18,11:30,1.947
2024-02-18,11:45,1.937
2024-02-18,12:00,1.992
2024-02-18,12:15,2.041
2024-02-18,12:30,2.079
2024-02-18,12:45,2.104
2024-02-18,13:00,2.089
2024-02-18,13:15,2.081
2024-02-18,13:30,2.1
2024-02-18,13:45,2.149
2024-02-18,14:00,2.23
2024-02-18,14:15,2.294
2024-02-18,14:30,2.327
2024-02-18,14:45,2.375
2024-02-18,15:00,2.453
2024-02-18,15:15,2.558
2024-02-18,15:30,2.711
2024-02-18,15:45,2.878
2024-02-18,16:00,3.018
2024-02-18,16:15,3.15
2024-02-18,16:30,3.27
2024-02-18,16:45,3.386
2024-02-18,17:00,3.485
2024-02-18,17:15,3.598
2024-02-18,17:30,3.689
2024-02-18,17:45,3.766
2024-02-18,18:00,3.829
2024-02-18,18:15,3.856
2024-02-18,18:30,3.867
2024-02-18,18:45,3.864
2024-02-18,19:00,3.86
2024-02-18,19:15,3.858
2024-02-18,19:30,3.843
2024-02-18,19:45,3.811
2024-02-18,20:00,3.772
2024-02-18,20:15,3.711
2024-02-18,20:30,3.624
2024-02-18,20:45,3.526
2024-02-18,21:00,3.415
2024-02-18,21:15,3.298
2024-02-18,21:30,3.17
2024-02-18,21:45,3.038
2024-02-18,22:00,2.909
2024-02-18,22:15,2.782
2024-02-18,22:30,2.67
2024-02-18,22:45,2.562
2024-02-18,23:00,2.486
2024-02-18,23:15,2.423
2024-02-18,23:30,2.39
2024-02-18,23:45,2.358
2024-02-19,0:00,2.34
2024-02-19,0:15,2.327
2024-02-19,0:30,2.338
2024-02-19,0:45,2.367
2024-02-19,1:00,2.402
2024-02-19,1:15,2.45
2024-02-19,1:30,2.483
2024-02-19,1:45,2.498
2024-02-19,2:00,2.513
2024-02-19,2:15,2.519
2024-02-19,2:30,2.547
2024-02-19,2:45,2.585
2024-02-19,3:00,2.632
2024-02-19,3:15,2.694
2024-02-19,3:30,2.745
2024-02-19,3:45,2.818
2024-02-19,4:00,2.884
2024-02-19,4:15,2.969
2024-02-19,4:30,3.066
2024-02-19,4:45,3.165
2024-02-19,5:00,3.267
2024-02-19,5:15,3.364
2024-02-19,5:30,3.453
2024-02-19,5:45,3.551
2024-02-19,6:00,3.632
2024-02-19,6:15,3.711
2024-02-19,6:30,3.756
2024-02-19,6:45,3.794
2024-02-19,7:00,3.788
2024-02-19,7:15,3.777
2024-02-19,7:30,3.746
2024-02-19,7:45,3.716
2024-02-19,8:00,3.693
2024-02-19,8:15,3.664
2024-02-19,8:30,3.631
2024-02-19,8:45,3.583
2024-02-19,9:00,3.501
2024-02-19,9:15,3.402
2024-02-19,9:30,3.298
2024-02-19,9:45,3.174
2024-02-19,10:00,3.064
2024-02-19,10:15,2.949
2024-02-19,10:30,2.831
2024-02-19,10:45,2.714
2024-02-19,11:00,2.574
2024-02-19,11:15,2.435
2024-02-19,11:30,2.299
2024-02-19,11:45,2.191
2024-02-19,12:00,2.091
2024-02-19,12:15,2.02
2024-02-19,12:30,1.991
2024-02-19,12:45,1.983
2024-02-19,13:00,1.985
2024-02-19,13:15,2.01
2024-02-19,13:30,2.034
2024-02-19,13:45,2.047
2024-02-19,14:00,2.063
2024-02-19,14:15,2.083
2024-02-19,14:30,2.118
2024-02-19,14:45,2.169
2024-02-19,15:00,2.206
2024-02-19,15:15,2.246
2024-02-19,15:30,2.273
2024-02-19,15:45,2.303
2024-02-19,16:00,2.34
2024-02-19,16:15,2.408
2024-02-19,16:30,2.506
